1	353.5805991	196.3266332
2	279.3723252	184.2077052
3	229.1726106	201.1742044
4	56.74750357	252.0737018
5	10.91298146	286.0067002
6	32.73894437	322.3634841
7	17.46077033	443.5527638
8	6.547788873	584.1323283
9	91.66904422	678.6599665
10	117.8601997	865.2914573
11	152.7817404	921.038526
12	200.7988588	967.0904523
13	296.8330956	1001.023451
14	665.6918688	1093.127303
15	1182.96719	1170.688442
16	1261.540656	1177.959799
17	1307.375178	1194.926298
18	1364.122682	1194.926298
19	1462.339515	1267.639866
20	1527.817404	1316.115578
21	1663.138374	1386.40536
22	1890.128388	1507.59464
23	2095.292439	1580.308208
24	2254.621969	1599.698492
25	2573.281027	1631.207705
26	2898.487874	1599.698492
27	3038.174037	1585.155779
28	3190.955777	1560.917923
29	3214.964337	1592.427136
30	3221.512126	1546.375209
31	3415.763195	1495.475712
32	3692.952924	1386.40536
33	3943.951498	1265.21608
34	4048.71612	1243.40201
35	4245.149786	1248.249581
36	4295.349501	1255.520938
37	4336.81883	1202.197655
38	4339.001427	1131.907873
39	4389.201141	957.3953099
40	4397.931526	828.9346734
41	4424.122682	799.8492462
42	4483.052782	739.2546064
43	4491.783167	613.2177554
44	4469.957204	494.4522613
45	4435.035663	419.3149079
46	4389.201141	363.5678392
47	3928.673324	259.3450586
48	3153.851641	210.8693467
