1	1	275.2556777	164.6707022	0
1	2	201.4065934	185.6924939	0

2	1	201.4065934	185.6924939	0
2	2	100.7032967	220.7288136	0

3	1	100.7032967	220.7288136	0
3	2	43.63809524	241.7506053	0

4	1	43.63809524	241.7506053	0
4	2	13.42710623	280.2905569	0

5	1	13.42710623	280.2905569	0
5	2	0.0	290.8014528	0

6	1	0.0	290.8014528	0
6	2	26.85421245	339.8523002	0

7	1	26.85421245	339.8523002	0
7	2	20.14065934	388.9031477	0

8	1	20.14065934	388.9031477	0
8	2	3.356776557	395.9104116	0

9	1	3.356776557	395.9104116	0
9	2	23.4974359	592.1138015	0

10	1	23.4974359	592.1138015	0
10	2	80.56263736	658.6828087	0

11	1	80.56263736	658.6828087	0
11	2	107.4168498	788.3171913	0

12	1	107.4168498	788.3171913	0
12	2	154.4117216	886.4188862	0

13	1	154.4117216	886.4188862	0
13	2	245.0446886	952.9878935	0

14	1	245.0446886	952.9878935	0
14	2	698.2095238	1058.096852	0

15	1	698.2095238	1058.096852	0
15	2	1228.58022	1138.680387	0

16	1	1228.58022	1138.680387	0
16	2	1362.851282	1149.191283	0

17	1	1362.851282	1149.191283	0
17	2	1399.775824	1170.213075	0

18	1	1399.775824	1170.213075	0
18	2	1446.770696	1177.220339	0

19	1	1446.770696	1177.220339	0
19	2	1722.026374	1348.898305	0

20	1	1722.026374	1348.898305	0
20	2	2024.136264	1517.072639	0

21	1	2024.136264	1517.072639	0
21	2	2249.040293	1559.116223	0

22	1	2249.040293	1559.116223	0
22	2	2675.350916	1590.64891	0

23	1	2675.350916	1590.64891	0
23	2	3417.198535	1611.670702	0

24	1	3417.198535	1611.670702	0
24	2	3467.550183	1534.590799	0

25	1	3467.550183	1534.590799	0
25	2	3642.102564	1468.021792	0

26	1	3642.102564	1468.021792	0
26	2	3853.579487	1366.416465	0

27	1	3853.579487	1366.416465	0
27	2	4101.980952	1233.27845	0

28	1	4101.980952	1233.27845	0
28	2	4128.835165	1229.774818	0

29	1	4128.835165	1229.774818	0
29	2	4561.859341	1173.716707	0

30	1	4561.859341	1173.716707	0
30	2	4588.713553	1128.169492	0

31	1	4588.713553	1128.169492	0
31	2	4612.210989	1019.556901	0

32	1	4612.210989	1019.556901	0
32	2	4645.778755	917.9515738	0

33	1	4645.778755	917.9515738	0
33	2	4659.205861	767.2953995	0

34	1	4659.205861	767.2953995	0
34	2	4726.341392	690.2154964	0

35	1	4726.341392	690.2154964	0
35	2	4733.054945	564.0847458	0

36	1	4733.054945	564.0847458	0
36	2	4712.914286	434.4503632	0

37	1	4712.914286	434.4503632	0
37	2	4679.34652	399.4140436	0

38	1	4679.34652	399.4140436	0
38	2	4712.914286	388.9031477	0

39	1	4712.914286	388.9031477	0
39	2	4682.703297	315.3268765	0

40	1	4682.703297	315.3268765	0
40	2	4551.789011	301.3123487	0

41	1	4551.789011	301.3123487	0
41	2	4142.262271	220.7288136	0

42	1	4142.262271	220.7288136	0
42	2	275.2556777	164.6707022	0

