1	681.6	136.8689139
2	238.56	145.423221
3	8.52	218.1348315
4	161.88	337.8951311
5	106.5	466.2097378
6	204.48	607.3558052
7	396.18	705.7303371
8	643.26	808.3820225
9	1022.4	911.0337079
10	1265.22	958.082397
11	1520.82	1056.456929
12	1857.36	1189.048689
13	2104.44	1240.374532
14	2406.9	1278.868914
15	2722.14	1253.205993
16	3050.16	1206.157303
17	3335.58	1167.662921
18	3650.82	1120.614232
19	3872.34	1112.059925
20	4225.92	1090.674157
21	4549.68	1047.902622
22	4656.18	975.1910112
23	4651.92	932.4194757
24	4605.06	868.2621723
25	4588.02	804.1048689
26	4570.98	744.2247191
27	4588.02	765.6104869
28	4592.28	701.4531835
29	4600.8	662.9588015
30	4668.96	662.9588015
31	4630.62	564.5842697
32	4562.46	410.6067416
33	4473	273.7378277
34	4345.2	222.411985
35	4255.74	218.1348315
36	3488.94	192.4719101
37	1439.88	145.423221
