1	1	329.0993072	170.8319328	0
1	2	197.4595843	182.6134454	0

2	1	197.4595843	182.6134454	0
2	2	43.87990762	212.0672269	0

3	1	43.87990762	212.0672269	0
3	2	5.484988453	235.6302521	0

4	1	5.484988453	235.6302521	0
4	2	32.90993072	276.8655462	0

5	1	32.90993072	276.8655462	0
5	2	43.87990762	400.5714286	0

6	1	43.87990762	400.5714286	0
6	2	43.87990762	553.7310924	0

7	1	43.87990762	553.7310924	0
7	2	49.36489607	677.4369748	0

8	1	49.36489607	677.4369748	0
8	2	60.33487298	812.9243697	0

9	1	60.33487298	812.9243697	0
9	2	372.9792148	971.9747899	0

10	1	372.9792148	971.9747899	0
10	2	570.4387991	1024.991597	0

11	1	570.4387991	1024.991597	0
11	2	756.9284065	1060.336134	0

12	1	756.9284065	1060.336134	0
12	2	1140.877598	1113.352941	0

13	1	1140.877598	1113.352941	0
13	2	1661.951501	1237.058824	0

14	1	1661.951501	1237.058824	0
14	2	1799.076212	1348.983193	0

15	1	1799.076212	1348.983193	0
15	2	2210.450346	1519.815126	0

16	1	2210.450346	1519.815126	0
16	2	2545.034642	1566.941176	0

17	1	2545.034642	1566.941176	0
17	2	3044.168591	1572.831933	0

18	1	3044.168591	1572.831933	0
18	2	3307.448037	1525.705882	0

19	1	3307.448037	1525.705882	0
19	2	3625.577367	1449.12605	0

20	1	3625.577367	1449.12605	0
20	2	4250.866051	1213.495798	0

21	1	4250.866051	1213.495798	0
21	2	4558.025404	1184.042017	0

22	1	4558.025404	1184.042017	0
22	2	4601.905312	1131.02521	0

23	1	4601.905312	1131.02521	0
23	2	4640.300231	954.302521	0

24	1	4640.300231	954.302521	0
24	2	4755.484988	518.3865546	0

25	1	4755.484988	518.3865546	0
25	2	4239.896074	235.6302521	0

26	1	4239.896074	235.6302521	0
26	2	3395.207852	182.6134454	0

27	1	3395.207852	182.6134454	0
27	2	1162.817552	170.8319328	0

28	1	1162.817552	170.8319328	0
28	2	3005.773672	176.7226891	0

29	1	3005.773672	176.7226891	0
29	2	2451.789838	176.7226891	0

30	1	2451.789838	176.7226891	0
30	2	1991.050808	176.7226891	0

31	1	1991.050808	176.7226891	0
31	2	1146.362587	176.7226891	0

32	1	1146.362587	176.7226891	0
32	2	329.0993072	170.8319328	0

