1	329.0993072	170.8319328
2	197.4595843	182.6134454
3	43.87990762	212.0672269
4	5.484988453	235.6302521
5	32.90993072	276.8655462
6	43.87990762	400.5714286
7	43.87990762	553.7310924
8	49.36489607	677.4369748
9	60.33487298	812.9243697
10	372.9792148	971.9747899
11	570.4387991	1024.991597
12	756.9284065	1060.336134
13	1140.877598	1113.352941
14	1661.951501	1237.058824
15	1799.076212	1348.983193
16	2210.450346	1519.815126
17	2545.034642	1566.941176
18	3044.168591	1572.831933
19	3307.448037	1525.705882
20	3625.577367	1449.12605
21	4250.866051	1213.495798
22	4558.025404	1184.042017
23	4601.905312	1131.02521
24	4640.300231	954.302521
25	4755.484988	518.3865546
26	4239.896074	235.6302521
27	3395.207852	182.6134454
28	1162.817552	170.8319328
29	3005.773672	176.7226891
30	2451.789838	176.7226891
31	1991.050808	176.7226891
32	1146.362587	176.7226891
