1	269.0533808	200.8780488
2	131.2455516	221.6585366
3	68.90391459	315.1707317
4	0	342.8780488
5	3.28113879	495.2682927
6	26.24911032	696.1463415
7	95.15302491	838.1463415
8	370.7686833	983.6097561
9	639.8220641	1090.97561
10	882.6263345	1122.146341
11	1217.302491	1142.926829
12	1479.793594	1215.658537
13	1876.811388	1454.634146
14	2221.330961	1568.926829
15	2631.47331	1600.097561
16	2920.213523	1589.707317
17	3136.768683	1582.780488
18	3277.857651	1593.170732
19	3402.540925	1513.512195
20	3838.932384	1336.878049
21	4235.950178	1222.585366
22	4452.505338	1205.268293
23	4518.128114	1059.804878
24	4544.377224	987.0731707
25	4544.377224	817.3658537
26	4613.281139	765.4146341
27	4406.569395	325.5609756
28	4071.893238	273.6097561
29	3268.014235	225.1219512
30	1082.775801	180.097561
