1	1	269.0533808	200.8780488	0
1	2	131.2455516	221.6585366	0

2	1	131.2455516	221.6585366	0
2	2	68.90391459	315.1707317	0

3	1	68.90391459	315.1707317	0
3	2	0.0	342.8780488	0

4	1	0.0	342.8780488	0
4	2	3.28113879	495.2682927	0

5	1	3.28113879	495.2682927	0
5	2	26.24911032	696.1463415	0

6	1	26.24911032	696.1463415	0
6	2	95.15302491	838.1463415	0

7	1	95.15302491	838.1463415	0
7	2	370.7686833	983.6097561	0

8	1	370.7686833	983.6097561	0
8	2	639.8220641	1090.97561	0

9	1	639.8220641	1090.97561	0
9	2	882.6263345	1122.146341	0

10	1	882.6263345	1122.146341	0
10	2	1217.302491	1142.926829	0

11	1	1217.302491	1142.926829	0
11	2	1479.793594	1215.658537	0

12	1	1479.793594	1215.658537	0
12	2	1876.811388	1454.634146	0

13	1	1876.811388	1454.634146	0
13	2	2221.330961	1568.926829	0

14	1	2221.330961	1568.926829	0
14	2	2631.47331	1600.097561	0

15	1	2631.47331	1600.097561	0
15	2	2920.213523	1589.707317	0

16	1	2920.213523	1589.707317	0
16	2	3136.768683	1582.780488	0

17	1	3136.768683	1582.780488	0
17	2	3277.857651	1593.170732	0

18	1	3277.857651	1593.170732	0
18	2	3402.540925	1513.512195	0

19	1	3402.540925	1513.512195	0
19	2	3838.932384	1336.878049	0

20	1	3838.932384	1336.878049	0
20	2	4235.950178	1222.585366	0

21	1	4235.950178	1222.585366	0
21	2	4452.505338	1205.268293	0

22	1	4452.505338	1205.268293	0
22	2	4518.128114	1059.804878	0

23	1	4518.128114	1059.804878	0
23	2	4544.377224	987.0731707	0

24	1	4544.377224	987.0731707	0
24	2	4544.377224	817.3658537	0

25	1	4544.377224	817.3658537	0
25	2	4613.281139	765.4146341	0

26	1	4613.281139	765.4146341	0
26	2	4406.569395	325.5609756	0

27	1	4406.569395	325.5609756	0
27	2	4071.893238	273.6097561	0

28	1	4071.893238	273.6097561	0
28	2	3268.014235	225.1219512	0

29	1	3268.014235	225.1219512	0
29	2	1082.775801	180.097561	0

30	1	1082.775801	180.097561	0
30	2	269.0533808	200.8780488	0

